iteration,chain,λ,μ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
600,1,0.16279241199392344,0.2502421883141443,-29361.592641053783,3.0,1.0,0.7043341084320721,-29361.592641053783,29361.597450764853,0.6315578670946707,0.6315578670946707,2.0,0.0,1.2877340339628276,1.2877340339628276
601,1,0.16424913404780253,0.24641376326589842,-29360.471018993056,3.0,1.0,1.0,-29360.471018993056,29361.201115219537,-0.5218891712793265,-0.5218891712793265,2.0,0.0,1.2877340339628276,1.2877340339628276
602,1,0.16246136256402882,0.2520431732591403,-29362.29017422071,1.0,1.0,0.41897238158625494,-29362.29017422071,29362.428791943967,0.8699502763010969,0.8699502763010969,1.0,0.0,1.2877340339628276,1.2877340339628276
603,1,0.16932487861429538,0.2457815037245134,-29360.93290776146,3.0,1.0,0.8894655332701394,-29360.93290776146,29362.61109960855,-0.7538788213096268,-0.7538788213096268,2.0,0.0,1.2877340339628276,1.2877340339628276
604,1,0.16356160623708105,0.2408562448354908,-29360.499841104152,3.0,1.0,1.0,-29360.499841104152,29360.916623398352,-0.13390873416574323,-0.14931732692639343,2.0,0.0,1.2877340339628276,1.2877340339628276
605,1,0.1670430447621481,0.2458538477983921,-29360.40595730064,3.0,1.0,1.0,-29360.40595730064,29360.526672976925,-0.02376898444344988,-0.0712363540988008,2.0,0.0,1.2877340339628276,1.2877340339628276
606,1,0.1601449120990686,0.24020956202173183,-29361.834523642636,3.0,1.0,0.5139737643600918,-29361.834523642636,29362.512325258493,0.4622574786590121,0.8948366881777474,2.0,0.0,1.2877340339628276,1.2877340339628276
607,1,0.1671886436894547,0.2464566156839434,-29360.50455605759,3.0,1.0,1.0,-29360.50455605759,29361.719270714126,-0.40354453389227274,-0.5467015278700273,2.0,0.0,1.2877340339628276,1.2877340339628276
608,1,0.1665428696146939,0.25523098544522377,-29363.30644905973,3.0,1.0,0.4210365996759007,-29363.30644905973,29363.542596559168,1.522832750903035,1.522832750903035,2.0,0.0,1.2877340339628276,1.2877340339628276
609,1,0.16547538587744384,0.24313104475276393,-29360.162593609624,1.0,1.0,1.0,-29360.162593609624,29361.65431795686,-1.66556204898734,-1.66556204898734,1.0,0.0,1.2877340339628276,1.2877340339628276
610,1,0.16547538587744384,0.24313104475276393,-29360.162593609624,3.0,1.0,0.2630540019978689,-29360.162593609624,29364.475202792717,0.0,3.8428600967781676,1.0,0.0,1.2877340339628276,1.2877340339628276
611,1,0.169028046266947,0.24070737286844476,-29360.81440405309,5.0,1.0,0.3315445273969185,-29360.81440405309,29363.697324936595,0.2516834645794006,3.223847609671793,2.0,0.0,1.2877340339628276,1.2877340339628276
612,1,0.16707658468145764,0.24492152968109446,-29360.320200371647,3.0,1.0,0.7845939232817855,-29360.320200371647,29361.788531416292,-0.16048040899840998,0.6006644713306741,2.0,0.0,1.2877340339628276,1.2877340339628276
613,1,0.16709416675223335,0.24183878934449757,-29360.296936958355,3.0,1.0,0.5036576685783376,-29360.296936958355,29361.81988136599,0.0013226405062596314,1.3634309663393651,2.0,0.0,1.2877340339628276,1.2877340339628276
614,1,0.16105434404481173,0.24332839967997627,-29361.165057912105,3.0,1.0,0.4230149896046281,-29361.165057912105,29362.578574413055,0.24343567389587406,1.579991126942332,2.0,0.0,1.2877340339628276,1.2877340339628276
615,1,0.16105434404481173,0.24332839967997627,-29361.165057912105,1.0,1.0,0.2854760199101756,-29361.165057912105,29364.147392659866,0.0,1.253597246723075,1.0,0.0,1.2877340339628276,1.2877340339628276
616,1,0.16049554368191105,0.2449308354870916,-29361.478968806136,1.0,1.0,0.9049792524834541,-29361.478968806136,29361.720988956797,0.09984326097765006,0.09984326097765006,1.0,0.0,1.2877340339628276,1.2877340339628276
617,1,0.16834674910297384,0.2354546363705944,-29361.84032211912,3.0,1.0,0.6657747572651137,-29361.84032211912,29363.44310822089,0.37370193828246556,0.4324636482197093,2.0,0.0,1.2877340339628276,1.2877340339628276
618,1,0.16907505741043768,0.24393467211665162,-29360.711135803107,3.0,1.0,1.0,-29360.711135803107,29361.422515461913,-0.619900411060371,-0.7644289184208901,2.0,0.0,1.2877340339628276,1.2877340339628276
619,1,0.16907505741043768,0.24393467211665162,-29360.711135803107,1.0,1.0,0.5606752143705107,-29360.711135803107,29361.61064937594,0.0,0.5786134816262347,1.0,0.0,1.2877340339628276,1.2877340339628276
620,1,0.16184317552003716,0.24281864494713704,-29360.85439444569,3.0,1.0,0.9687091228360218,-29360.85439444569,29361.009549160008,0.04035234684852185,0.055854839429230196,2.0,0.0,1.2877340339628276,1.2877340339628276
621,1,0.16633458670559045,0.24356267488888333,-29360.184778096635,3.0,1.0,0.9216208467110735,-29360.184778096635,29360.940681162603,-0.2033477197001048,-0.2033477197001048,2.0,0.0,1.2877340339628276,1.2877340339628276
622,1,0.16683935613428222,0.24316859917971168,-29360.225450275284,3.0,1.0,0.7418334753463237,-29360.225450275284,29360.757072410768,0.01209253610795713,0.49704186305461917,2.0,0.0,1.2877340339628276,1.2877340339628276
623,1,0.1580554367800816,0.24240116604016967,-29362.95819323896,3.0,1.0,0.22697785467376372,-29362.95819323896,29364.805850309403,0.8401961978452164,2.1869335270966985,2.0,0.0,1.2877340339628276,1.2877340339628276
624,1,0.17164507475166488,0.23663691204638682,-29362.726589824244,3.0,1.0,0.9582337628275882,-29362.726589824244,29363.88451482712,0.1045619900978636,-0.3816340668599878,2.0,0.0,1.2877340339628276,1.2877340339628276
625,1,0.1706403634347643,0.23340136138450254,-29363.43968793618,1.0,1.0,0.6350645787217872,-29363.43968793618,29364.513603925854,0.454028586485947,0.454028586485947,1.0,0.0,1.2877340339628276,1.2877340339628276
626,1,0.1650237339692806,0.24080201257937983,-29360.313571837745,3.0,1.0,0.9498339513802035,-29360.313571837745,29362.43891807226,-1.3405186496456736,-1.3405186496456736,2.0,0.0,1.2877340339628276,1.2877340339628276
627,1,0.16464214154663448,0.2447468447355905,-29360.257876831944,3.0,1.0,0.8835903111292414,-29360.257876831944,29361.01796278188,-0.0369621676436509,0.20034336754179094,2.0,0.0,1.2877340339628276,1.2877340339628276
628,1,0.16464214154663448,0.2447468447355905,-29360.257876831944,3.0,1.0,0.5459545024187459,-29360.257876831944,29362.4157923154,0.0,0.7976175085314026,1.0,0.0,1.2877340339628276,1.2877340339628276
