iteration,chain,μ,α,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size,λ
527,1,1.696577198627868,0.9907866319397588,-1967.768766487963,5.0,1.0,0.9888885035000659,-1967.768766487963,1967.8246942425733,0.015564860181939366,0.04093984388305216,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01563119017357149
528,1,1.6211696675595684,0.9896332831346883,-1967.6291437085367,3.0,1.0,0.9956889350656054,-1967.6291437085367,1967.9175151279037,-0.020421551110985092,-0.053834378424880924,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016806206934221465
529,1,1.5542839955623178,0.9896390691777102,-1967.8349217293953,7.0,1.0,0.9832764787686973,-1967.8349217293953,1967.8715890235742,0.03401019089255897,0.03401019089255897,3.0,0.0,0.8395306309269774,0.8395306309269774,0.016103828956213418
530,1,1.5097261953077572,0.9892049088202249,-1968.398728116651,3.0,1.0,0.8686596643474446,-1968.398728116651,1969.6628632667368,0.059415126659359885,0.21084611267929176,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016297631934842134
531,1,1.646749738529832,0.9899342917489674,-1967.464299505517,7.0,1.0,0.9747072857257765,-1967.464299505517,1969.0350140455243,-0.14004840952816267,-0.14004840952816267,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01657570243050549
532,1,1.6521743319722002,0.9892767232792002,-1968.163815414382,3.0,1.0,0.8793506895643023,-1968.163815414382,1968.2516148869897,0.20891688358642568,0.20891688358642568,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017716722552740385
533,1,1.6463256774246717,0.9901971451274539,-1967.4296811634583,3.0,1.0,0.9660382347806667,-1967.4296811634583,1968.2468630895123,-0.2256174616759381,-0.2256174616759381,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01613869168874014
534,1,1.5536493977303107,0.9898896780150526,-1967.8242951913967,3.0,1.0,0.7759767902182607,-1967.8242951913967,1968.3080447731165,0.09637618019496585,0.35162858818625864,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015707895662773103
535,1,1.6345852457471908,0.9894535748990213,-1967.8328406859434,3.0,1.0,0.9963435540890164,-1967.8328406859434,1967.9914040287183,0.011029944536630865,-0.05879616934498699,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017239030865437602
536,1,1.533256455052488,0.9887808976932758,-1968.7843738391903,3.0,1.0,0.4973459592334601,-1968.7843738391903,1971.3990328468994,0.03322419140840793,1.689855472818408,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01720176103167911
537,1,1.510151389135917,0.9885120003338979,-1969.3217019100446,1.0,1.0,0.9244440927946493,-1969.3217019100446,1969.4027415860007,0.07856270289357781,0.07856270289357781,1.0,0.0,0.8395306309269774,0.8395306309269774,0.017348618654157103
538,1,1.713723876686887,0.9907049354657657,-1967.718696711098,7.0,1.0,0.9966444656816148,-1967.718696711098,1969.0838722275205,-0.2901006261263319,-0.2901006261263319,3.0,0.0,0.8395306309269774,0.8395306309269774,0.015929174027662873
539,1,1.6392468467434083,0.9903428376601527,-1967.4876757546047,3.0,1.0,0.9516431403244668,-1967.4876757546047,1967.8786416677688,-0.020452172620707643,0.08401974009643709,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015830472914083814
540,1,1.5928760883769069,0.9888258995767645,-1968.7281383585287,7.0,1.0,0.8215806088401482,-1968.7281383585287,1968.9909755767885,0.2967450990263387,0.2967450990263387,3.0,0.0,0.8395306309269774,0.8395306309269774,0.01779895737329414
541,1,1.6285838442196552,0.9909029717369413,-1968.1799217288315,7.0,1.0,1.0,-1968.1799217288315,1968.8780560400364,-0.03821008734576026,-0.22048553274839833,3.0,0.0,0.8395306309269774,0.8395306309269774,0.014815273259626978
542,1,1.7819162300860676,0.9910804390374391,-1968.4417946507408,3.0,1.0,0.826847638916323,-1968.4417946507408,1969.4533477079544,-0.07925162052492851,0.3331752058618349,2.0,0.0,0.8395306309269774,0.8395306309269774,0.0158939104444293
543,1,1.7522314943574573,0.9912961859891434,-1968.636924596938,3.0,1.0,0.9913812553535167,-1968.636924596938,1968.7554647028603,0.026196382473699487,-0.11221863292666967,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015251097030852678
544,1,1.8293587578418407,0.9911619546891863,-1968.9848936023175,3.0,1.0,0.969261498368227,-1968.9848936023175,1969.1591564052312,0.09674826874356768,0.09674826874356768,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01616795559154
545,1,1.5081917980336643,0.9892936503155662,-1968.3532689374647,5.0,1.0,1.0,-1968.3532689374647,1968.9489868339151,-0.0969995006685167,-0.21864818734957225,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016147228780943438
546,1,1.5795893469473843,0.9899741837328095,-1967.6425498306642,7.0,1.0,0.917441873574781,-1967.6425498306642,1970.1724114343056,-0.1835709491685975,-0.20072141629907492,3.0,0.0,0.8395306309269774,0.8395306309269774,0.015836672570105837
547,1,1.5679846017730108,0.9901237335458959,-1967.7833626910274,1.0,1.0,0.9424373692553139,-1967.7833626910274,1967.8355032625923,0.05928581358648444,0.05928581358648444,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015485833723042578
548,1,1.5603482834643914,0.9902117107180415,-1967.9150615282574,1.0,1.0,0.9494901601733657,-1967.9150615282574,1968.016894816784,0.05183011195003928,0.05183011195003928,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015273140379156874
549,1,1.5933779600779945,0.9899008989555125,-1967.5653496312723,3.0,1.0,0.9337364037646995,-1967.5653496312723,1968.5346004575908,-0.1464014113146277,0.21478181766246962,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016091685020887075
550,1,1.7524581356950701,0.9900452340182807,-1967.9943339022016,3.0,1.0,0.8753081919011665,-1967.9943339022016,1968.168526648404,0.16931809523862285,0.24456775854719126,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017445310633604497
551,1,1.7279925908277032,0.9909148335205715,-1967.9658776515435,3.0,1.0,0.9611223003802909,-1967.9658776515435,1968.5237183850454,-0.10501452425114621,0.12401464810045582,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015699100362888612
552,1,1.6795731764725035,0.9911527008807163,-1968.3709670137955,3.0,1.0,0.947363147470761,-1968.3709670137955,1968.4282318392568,0.131924363870894,0.131924363870894,2.0,0.0,0.8395306309269774,0.8395306309269774,0.014859686284977748
553,1,1.7862824042598233,0.9910096191142841,-1968.392165875974,3.0,1.0,0.9636347336210367,-1968.392165875974,1969.1800615579223,-0.059200940787832224,0.11551837596402947,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016059359183748175
554,1,1.910765620775031,0.9908298642382608,-1970.067089891874,7.0,1.0,0.7893870579030742,-1970.067089891874,1970.1249900541147,0.5733510284051135,0.5733510284051135,3.0,0.0,0.8395306309269774,0.8395306309269774,0.017521980151370905
555,1,1.5340467453991036,0.9897361500314102,-1967.9877072533588,3.0,1.0,1.0,-1967.9877072533588,1969.6458806027601,-0.5827385144502841,-0.5827385144502841,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015745225639579807
556,1,1.481270386123189,0.9897771228320895,-1968.6815804688035,3.0,1.0,0.9383133696252127,-1968.6815804688035,1968.7104014872814,0.19545045907398162,0.19545045907398162,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015142845209800694
557,1,1.5719467163875285,0.9901882578243407,-1967.7866491095951,7.0,1.0,0.9763130989807332,-1967.7866491095951,1968.7476209265653,-0.22606597383128246,-0.28349887662966466,3.0,0.0,0.8395306309269774,0.8395306309269774,0.015423535895068625
558,1,1.6003250328074923,0.990111741425014,-1967.5519177602757,1.0,1.0,1.0,-1967.5519177602757,1967.722577265226,-0.08129402030886013,-0.08129402030886013,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015824427728423414
559,1,1.5743910462181265,0.9897284997978789,-1967.6890321222081,3.0,1.0,0.8759600229261867,-1967.6890321222081,1968.1616386270725,0.0006020818193519517,0.26359635011453975,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016171357949447115
560,1,1.6383173889211688,0.9902784622842423,-1967.4627234298835,3.0,1.0,0.920875714804644,-1967.4627234298835,1967.942984180543,-0.026900419674348086,0.14673250828786877,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015926964286778783
561,1,1.6383173889211688,0.9902784622842423,-1967.4627234298835,3.0,1.0,0.3159560876047312,-1967.4627234298835,1971.4195855698295,0.0,1.656618306741393,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015926964286778783
562,1,1.7674553939272255,0.9904519686401854,-1967.95524588356,3.0,1.0,0.9119418116698329,-1967.95524588356,1968.1014309488814,0.11228778871645773,0.12815921324249757,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01687571952829068
563,1,1.7306078758219618,0.9910826855448283,-1968.203783999542,3.0,1.0,0.9422399271410149,-1968.203783999542,1968.7982991149502,-0.01878988188400399,0.19028947883384717,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015432374627301246
564,1,1.8009143056574362,0.9899670505086311,-1968.6894826981004,3.0,1.0,0.5326041269249587,-1968.6894826981004,1970.9613377370295,0.3337540297873147,1.236161078695659,2.0,0.0,0.8395306309269774,0.8395306309269774,0.018068482266944755
565,1,1.5712788657996315,0.9901958721766642,-1967.7976281072047,3.0,1.0,1.0,-1967.7976281072047,1968.4206987168377,-0.3176817160383507,-0.4406799885439341,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015405018846405749
566,1,1.5712788657996315,0.9901958721766642,-1967.7976281072047,3.0,1.0,0.39971397087504346,-1967.7976281072047,1971.417380252221,0.0,2.0316550029399423,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015405018846405749
567,1,1.627619201253225,0.9892938411134429,-1968.0253860511755,3.0,1.0,0.9918384976023918,-1968.0253860511755,1968.0729128790472,0.024789237131017217,-0.10581238756958555,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017425549775428227
568,1,1.6073599218767365,0.9893375405174816,-1967.9221325927504,3.0,1.0,0.8095561007026791,-1967.9221325927504,1969.4950537660216,-0.04878970668096372,0.3761630547146524,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017138410040834686
569,1,1.5314678669272448,0.9896990113513257,-1968.0123140449193,7.0,1.0,0.9543306677327256,-1968.0123140449193,1968.2742546427185,0.034524199343195505,0.15460013998563227,3.0,0.0,0.8395306309269774,0.8395306309269774,0.015775633113027064
570,1,1.499257744703333,0.9891639896495853,-1968.519708549626,3.0,1.0,0.9840257988675315,-1968.519708549626,1968.63949067749,0.018081603348264252,-0.13572327132010287,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016245972439544724
571,1,1.601440759056636,0.9902097491073221,-1967.5828272385222,3.0,1.0,0.9395891942954874,-1967.5828272385222,1969.380614326981,-0.08888390091624387,0.14135618002956107,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015678506820925055
572,1,1.5717237654222225,0.9890010378279909,-1968.3808198404204,7.0,1.0,0.9742512305454633,-1968.3808198404204,1968.381375987237,0.10823913833337429,0.10823913833337429,3.0,0.0,0.8395306309269774,0.8395306309269774,0.017287330240726775
573,1,1.5019013161350112,0.9898546065362203,-1968.4071277949154,3.0,1.0,0.8838927853331807,-1968.4071277949154,1968.9243753895844,0.09231402253817578,0.20888833128515216,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015237379795958331
574,1,1.6734962700276865,0.9894920931319217,-1967.9632570504539,7.0,1.0,0.9504184126010562,-1967.9632570504539,1968.7859242686638,-0.1437886750306916,-0.20748912731551172,3.0,0.0,0.8395306309269774,0.8395306309269774,0.017584942949527418
575,1,1.300824354978967,0.9878270368186642,-1972.8096698020406,3.0,1.0,0.5822276967886421,-1972.8096698020406,1973.3772949695367,0.4665792090600007,0.6987148734135644,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015834886978543808
576,1,1.33904117231892,0.9877055286085943,-1972.2731639376236,1.0,1.0,1.0,-1972.2731639376236,1973.019938312107,-0.05193438684636931,-0.05193438684636931,1.0,0.0,0.8395306309269774,0.8395306309269774,0.01646280338498933
577,1,1.3585989651186874,0.9878073007192771,-1971.8221714461824,1.0,1.0,1.0,-1971.8221714461824,1972.4834737886458,-0.026356197904760847,-0.026356197904760847,1.0,0.0,0.8395306309269774,0.8395306309269774,0.016564988624793445
578,1,1.5325227470523177,0.9876427895230634,-1971.6594818854012,3.0,1.0,0.690315887703631,-1971.6594818854012,1973.677465961729,0.5960557258872541,0.6539897600703171,2.0,0.0,0.8395306309269774,0.8395306309269774,0.018937706146018574
579,1,1.6062067710213699,0.9905327404879245,-1967.8088757687651,3.0,1.0,1.0,-1967.8088757687651,1971.869335585854,-0.6694720142306778,-0.6694720142306778,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015206376331312136
580,1,1.8077604665842404,0.9908453236569935,-1968.4611736086808,3.0,1.0,0.9121678901225111,-1968.4611736086808,1969.61101314162,0.027894583402485296,0.23061723361092845,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01654946197726111
581,1,1.646308339772635,0.9901168709750076,-1967.425363478439,3.0,1.0,0.9647215254656304,-1967.425363478439,1968.6563105922926,-0.1754125101037971,-0.1754125101037971,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01627067773689405
582,1,1.7690166642751024,0.9906874542276549,-1968.0103331028915,3.0,1.0,0.8929804598416422,-1968.0103331028915,1968.1936772780602,0.09897667176915093,0.14650425020090552,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016474048658103105
583,1,1.6896575666678944,0.990424046943762,-1967.5054146015946,3.0,1.0,0.9381078583370831,-1967.5054146015946,1968.2819838676398,-0.08992790798924943,0.16714208843313827,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016180081539529153
584,1,1.6779644450029687,0.9904993177814996,-1967.5252779963455,7.0,1.0,0.9941948316067432,-1967.5252779963455,1967.5981684157389,0.0054502520958976675,0.01939638823387213,3.0,0.0,0.8395306309269774,0.8395306309269774,0.015941806965915635
585,1,1.5366376271568956,0.9913798607441964,-1970.8518056954265,3.0,1.0,0.44866100036678214,-1970.8518056954265,1970.964051347926,1.1798011072346526,1.1798011072346526,1.0,0.0,0.8395306309269774,0.8395306309269774,0.013246030331800093
586,1,1.749107957623585,0.9911298495850099,-1968.3318032446034,3.0,1.0,0.9974264876896369,-1968.3318032446034,1970.4413384503196,-1.087766663280263,-1.087766663280263,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015514850676177265
587,1,1.7326770143446044,0.9905372917317761,-1967.7047932086,3.0,1.0,0.9832156972513735,-1967.7047932086,1968.511722814933,-0.07811574589186421,-0.08792500014624238,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016395817109800242
588,1,1.7755394534027709,0.9896199995524176,-1968.839810834417,5.0,1.0,0.7389897893185109,-1968.839810834417,1969.2123616151039,0.4622355632232029,0.4622355632232029,2.0,0.0,0.8395306309269774,0.8395306309269774,0.018430100321020902
589,1,1.660315355506705,0.9906697367881937,-1967.6833499831005,3.0,1.0,0.940316620513841,-1967.6833499831005,1968.8854471379673,-0.4384209866884703,-0.4384209866884703,1.0,0.0,0.8395306309269774,0.8395306309269774,0.015491179281481308
590,1,1.6832037385811163,0.991019738098526,-1968.108574668345,3.0,1.0,0.9744041883114031,-1968.108574668345,1968.1703168278304,0.07989577312355323,0.07989577312355323,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015115610405998688
591,1,1.5908958287635704,0.990657295884604,-1968.109600865207,3.0,1.0,0.9387302607905772,-1968.109600865207,1968.7486907189668,0.11191330340193417,-0.12742804494723714,2.0,0.0,0.8395306309269774,0.8395306309269774,0.014863269006555659
592,1,1.6236796078715101,0.9898586142290224,-1967.4945715885267,3.0,1.0,0.9440295064426705,-1967.4945715885267,1968.2526645161192,-0.2506768844536964,-0.2506768844536964,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01646636127189456
593,1,1.4930461489911142,0.9905097790937285,-1969.3680526939406,3.0,1.0,0.5420318337097425,-1969.3680526939406,1970.5147062929907,0.7002543220360167,1.1584519545128842,2.0,0.0,0.8395306309269774,0.8395306309269774,0.014169337777183618
594,1,1.824930157406594,0.9902033721850474,-1968.8044481811885,3.0,1.0,1.0,-1968.8044481811885,1969.4457880633304,-0.2704541720447651,-0.6597958625040974,2.0,0.0,0.8395306309269774,0.8395306309269774,0.017878161540395277
595,1,1.7441166909304895,0.9905481385820754,-1967.7776116914188,3.0,1.0,1.0,-1967.7776116914188,1968.4618123444536,-0.3878366173048562,-0.42197886500503046,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016485149259364295
596,1,1.617315154442831,0.9899494708577877,-1967.4796422024428,3.0,1.0,1.0,-1967.4796422024428,1967.8409827438827,-0.053012972963642824,-0.053012972963642824,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016254873091869217
597,1,1.5992968696515257,0.9899601765770427,-1967.5366899464595,1.0,1.0,0.98555755192606,-1967.5366899464595,1967.5375152491806,0.014547755387184225,0.014547755387184225,1.0,0.0,0.8395306309269774,0.8395306309269774,0.01605665817218965
598,1,1.7524495741900135,0.9911128182216158,-1968.318620790435,3.0,1.0,0.9253820346773507,-1968.318620790435,1968.6928580258061,0.06488142620605686,0.17112204270188158,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015574337923278659
599,1,1.7554517762887125,0.9906274100098381,-1967.8814660809328,3.0,1.0,0.9374173792807953,-1967.8814660809328,1968.8184728649308,-0.03784402938481435,0.1769714054698852,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016453129746655484
600,1,1.6008657779348663,0.9905242393965354,-1967.8410655012688,3.0,1.0,0.8911732699777248,-1967.8410655012688,1968.316763924628,0.06989448413105492,0.17388783669343866,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015169420869989843
601,1,1.5212116745080084,0.9906376282282325,-1969.0683832027976,1.0,1.0,0.6413635363415389,-1969.0683832027976,1969.176701961729,0.4441588434458481,0.4441588434458481,1.0,0.0,0.8395306309269774,0.8395306309269774,0.014242149240296893
602,1,1.6894452683441936,0.9902287561908402,-1967.4808031497812,3.0,1.0,0.9607775482281472,-1967.4808031497812,1968.7760711953777,-0.5965001347631187,-0.5965001347631187,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016507981619222577
603,1,1.5599742814176747,0.9893743515468783,-1967.9552150119766,3.0,1.0,0.8584770737951922,-1967.9552150119766,1968.9626264018875,0.0829300971865905,0.19262007127281322,1.0,0.0,0.8395306309269774,0.8395306309269774,0.01657573831025543
604,1,1.7155614564351935,0.9888790123668835,-1969.665239410594,3.0,1.0,0.6296033120373407,-1969.665239410594,1970.0125851607502,0.7306723223591689,0.7306723223591689,2.0,0.0,0.8395306309269774,0.8395306309269774,0.01907873774086717
605,1,1.722149062946891,0.9889178709351234,-1969.6521967677772,1.0,1.0,0.9977455424470552,-1969.6521967677772,1970.4692824642545,0.002257002668329733,0.002257002668329733,1.0,0.0,0.8395306309269774,0.8395306309269774,0.01908507818453374
606,1,1.3310744518857678,0.9886923789623184,-1971.6003667529621,3.0,1.0,0.898591283856241,-1971.6003667529621,1973.3223899563316,-0.10165368547177422,0.36273059735458446,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015051285474863972
607,1,1.9125392935594505,0.9903611763888841,-1970.3279138391222,7.0,1.0,0.9928211112880013,-1970.3279138391222,1972.0378362164315,0.03757921816759335,-0.6774621123936413,2.0,0.0,0.8395306309269774,0.8395306309269774,0.018434628899947753
608,1,1.5815602902495096,0.9897303492832873,-1967.6539459324492,5.0,1.0,0.5853245954423674,-1967.6539459324492,1973.211973594389,-0.7961277121619332,1.7651405483093185,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016242071768285234
609,1,1.9696326745496793,0.9899409657545813,-1972.4236146845014,3.0,1.0,0.30214216471347927,-1972.4236146845014,1974.4071465321715,1.4282796479433273,1.6690140595369485,2.0,0.0,0.8395306309269774,0.8395306309269774,0.019812602524190755
610,1,1.4776598431500925,0.9897422319500839,-1968.7221592680762,3.0,1.0,0.9526524671188543,-1968.7221592680762,1971.6270003607872,-1.3788131904470902,-1.6494519560262688,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015157491927709012
611,1,1.5233236979479239,0.9894864241226774,-1968.1270820804586,1.0,1.0,1.0,-1968.1270820804586,1968.5724486757506,-0.206987428218099,-0.206987428218099,1.0,0.0,0.8395306309269774,0.8395306309269774,0.016015579284099152
612,1,1.4883803316772295,0.9895768358377564,-1968.5109423896913,3.0,1.0,0.9659680789483458,-1968.5109423896913,1968.5531311920674,0.10769185685080629,0.10769185685080629,2.0,0.0,0.8395306309269774,0.8395306309269774,0.015513632532926412
613,1,1.6416980637726897,0.9899473173255605,-1967.4565746895082,3.0,1.0,0.9882618589082915,-1967.4565746895082,1968.8259109418084,-0.2024294946857026,-0.2024294946857026,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016503469682348563
614,1,1.552999032540623,0.9892767627366059,-1968.0711336284974,5.0,1.0,0.9074235178622608,-1968.0711336284974,1968.4879376519361,0.08438665998733086,0.1415679709689357,2.0,0.0,0.8395306309269774,0.8395306309269774,0.016653177095754566
