iteration,chain,λ,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
572,1,0.17963093851603526,-12000.888264828138,3.0,1.0,0.8757094038389702,-12000.888264828138,12000.938182267566,0.22722969378810376,0.22722969378810376,2.0,0.0,1.3987142492800775,1.3987142492800775
573,1,0.17965205733105583,-12000.881367074115,1.0,1.0,1.0,-12000.881367074115,12001.239539400292,-0.0036162221622362267,-0.0036162221622362267,1.0,0.0,1.3987142492800775,1.3987142492800775
574,1,0.18450026890402998,-12000.227072407515,3.0,1.0,0.9953359951818839,-12000.227072407515,12000.536320632398,-0.34847849734069314,-0.3558407068976521,1.0,0.0,1.3987142492800775,1.3987142492800775
575,1,0.18450026890402998,-12000.227072407515,1.0,1.0,0.7132217625416588,-12000.227072407515,12000.533797418968,0.0,0.337962879519182,1.0,0.0,1.3987142492800775,1.3987142492800775
576,1,0.18853480935808586,-12001.044767051577,1.0,1.0,0.6430667716584613,-12001.044767051577,12001.064821787615,0.441506716188087,0.441506716188087,1.0,0.0,1.3987142492800775,1.3987142492800775
577,1,0.1846274227864147,-12000.234325978405,1.0,1.0,1.0,-12000.234325978405,12000.632115425977,-0.4377863690024242,-0.4377863690024242,1.0,0.0,1.3987142492800775,1.3987142492800775
578,1,0.18627091242290802,-12000.437489695596,3.0,1.0,0.9334245875727439,-12000.437489695596,12000.439434210944,0.10945008682392654,0.10945008682392654,2.0,0.0,1.3987142492800775,1.3987142492800775
579,1,0.184555413318821,-12000.230067856377,1.0,1.0,1.0,-12000.230067856377,12000.34111500871,-0.11159252759534866,-0.11159252759534866,1.0,0.0,1.3987142492800775,1.3987142492800775
580,1,0.1887626908243384,-12001.126578532181,1.0,1.0,0.616104706596201,-12001.126578532181,12001.149589606986,0.48433835165269556,0.48433835165269556,1.0,0.0,1.3987142492800775,1.3987142492800775
581,1,0.18659463027585207,-12000.50125515463,3.0,1.0,0.9751300495779289,-12000.50125515463,12000.964447359047,-0.3399158609136066,-0.3399158609136066,2.0,0.0,1.3987142492800775,1.3987142492800775
582,1,0.19199169245307957,-12002.683594811962,3.0,1.0,0.5497914089201635,-12002.683594811962,12002.712582040745,1.196208454819498,1.196208454819498,2.0,0.0,1.3987142492800775,1.3987142492800775
583,1,0.1882749225993577,-12000.956047266389,3.0,1.0,1.0,-12000.956047266389,12001.885298962294,-0.9520094254148717,-1.0427131631968223,2.0,0.0,1.3987142492800775,1.3987142492800775
584,1,0.18828934523551646,-12000.96084265185,1.0,1.0,0.9973887362989398,-12000.96084265185,12001.365618451317,0.00261467899690615,0.00261467899690615,1.0,0.0,1.3987142492800775,1.3987142492800775
585,1,0.18925414993897072,-12001.315746959906,3.0,1.0,0.7841838920424266,-12001.315746959906,12001.73793501766,0.1939179779492406,0.35667307034600526,2.0,0.0,1.3987142492800775,1.3987142492800775
586,1,0.18912192032005257,-12001.263143597034,1.0,1.0,1.0,-12001.263143597034,12001.86173691439,-0.028796552678613807,-0.028796552678613807,1.0,0.0,1.3987142492800775,1.3987142492800775
587,1,0.18913852713732282,-12001.269681205564,3.0,1.0,0.8737297010151591,-12001.269681205564,12001.842309495778,0.0035779648769675987,0.20933174737547233,2.0,0.0,1.3987142492800775,1.3987142492800775
588,1,0.1842481067815695,-12000.216312309205,3.0,1.0,1.0,-12000.216312309205,12000.71419961746,-0.5687834438722348,-0.5687834438722348,2.0,0.0,1.3987142492800775,1.3987142492800775
589,1,0.1828876731891377,-12000.241966048437,3.0,1.0,0.8675794475435731,-12000.241966048437,12000.420124053106,0.015099869853656855,0.21402189344553335,2.0,0.0,1.3987142492800775,1.3987142492800775
590,1,0.18009532066230705,-12000.744834547533,1.0,1.0,0.7662781971439362,-12000.744834547533,12000.768572229234,0.2662099935259903,0.2662099935259903,1.0,0.0,1.3987142492800775,1.3987142492800775
591,1,0.18349377861175845,-12000.213023200817,1.0,1.0,1.0,-12000.213023200817,12000.467985583433,-0.2821474479751487,-0.2821474479751487,1.0,0.0,1.3987142492800775,1.3987142492800775
592,1,0.1814088783017076,-12000.432013183228,3.0,1.0,0.9231219455416052,-12000.432013183228,12000.436002194703,0.11643505892971007,0.12259118054134888,2.0,0.0,1.3987142492800775,1.3987142492800775
593,1,0.18065902388257457,-12000.59384653933,1.0,1.0,0.9181448954942825,-12000.59384653933,12000.716006120876,0.08540006258772337,0.08540006258772337,1.0,0.0,1.3987142492800775,1.3987142492800775
594,1,0.18248479466958184,-12000.27688396582,3.0,1.0,0.9912211828282341,-12000.27688396582,12000.467811168284,-0.16775122098988504,-0.16775122098988504,2.0,0.0,1.3987142492800775,1.3987142492800775
595,1,0.18397704729047906,-12000.210133997587,3.0,1.0,0.9999283874045326,-12000.210133997587,12000.24136248255,-0.035624338534034905,-0.03614040954016673,1.0,0.0,1.3987142492800775,1.3987142492800775
596,1,0.18397704729047906,-12000.210133997587,1.0,1.0,0.7713132692468317,-12000.210133997587,12000.436650438014,0.0,0.25966067244735314,1.0,0.0,1.3987142492800775,1.3987142492800775
597,1,0.18715429448320556,-12000.629753860612,1.0,1.0,0.7980206606179613,-12000.629753860612,12000.632877747697,0.2256207913687831,0.2256207913687831,1.0,0.0,1.3987142492800775,1.3987142492800775
598,1,0.18126016841488163,-12000.460583081302,3.0,1.0,0.6083362467751304,-12000.460583081302,12001.418630529719,-0.06345699705889274,0.9563487768773484,2.0,0.0,1.3987142492800775,1.3987142492800775
599,1,0.17904475490138957,-12001.094040592914,1.0,1.0,0.7167401473440368,-12001.094040592914,12001.238884960201,0.3330419206067745,0.3330419206067745,1.0,0.0,1.3987142492800775,1.3987142492800775
600,1,0.1836452742799543,-12000.210195846372,1.0,1.0,1.0,-12000.210195846372,12000.629178922743,-0.4683947545290721,-0.4683947545290721,1.0,0.0,1.3987142492800775,1.3987142492800775
601,1,0.18352003799861336,-12000.212407165525,3.0,1.0,0.9992825446720289,-12000.212407165525,12000.21262317118,0.0011803014858742245,0.0011803014858742245,2.0,0.0,1.3987142492800775,1.3987142492800775
602,1,0.1840594642658175,-12000.21142085065,3.0,1.0,0.9993960842382151,-12000.21142085065,12000.213752081045,-0.0005321255393937463,0.0011571970862860326,2.0,0.0,1.3987142492800775,1.3987142492800775
603,1,0.1806802429805432,-12000.588656051541,3.0,1.0,0.8783109869444496,-12000.588656051541,12000.588704812755,0.20081230760115432,0.2022789893871959,1.0,0.0,1.3987142492800775,1.3987142492800775
604,1,0.17982330004506075,-12000.826757166873,1.0,1.0,0.882327768493786,-12000.826757166873,12001.033094798719,0.12519167240134266,0.12519167240134266,1.0,0.0,1.3987142492800775,1.3987142492800775
605,1,0.1886441638425941,-12001.08355846236,3.0,1.0,0.616990418126852,-12001.08355846236,12001.885449531474,0.10088129004179791,0.8360931326478749,2.0,0.0,1.3987142492800775,1.3987142492800775
606,1,0.1886441638425941,-12001.08355846236,1.0,1.0,0.02873806262601134,-12001.08355846236,12004.60051795085,0.0,3.5495328109718685,1.0,0.0,1.3987142492800775,1.3987142492800775
607,1,0.18440977493489252,-12000.222656028665,1.0,1.0,1.0,-12000.222656028665,12000.635918815493,-0.4647673247727653,-0.4647673247727653,1.0,0.0,1.3987142492800775,1.3987142492800775
608,1,0.1858552849472244,-12000.367024863928,3.0,1.0,0.9451555955067455,-12000.367024863928,12000.376942776034,0.07757840340309485,0.08366708003086387,2.0,0.0,1.3987142492800775,1.3987142492800775
609,1,0.18674536523647434,-12000.533591819072,3.0,1.0,0.9506115703301443,-12000.533591819072,12000.572403785169,0.0902154155774042,0.0902154155774042,2.0,0.0,1.3987142492800775,1.3987142492800775
610,1,0.186627931037814,-12000.508254615863,1.0,1.0,1.0,-12000.508254615863,12000.682135161536,-0.01371755856598611,-0.01371755856598611,1.0,0.0,1.3987142492800775,1.3987142492800775
611,1,0.18547348671332886,-12000.313644289889,3.0,1.0,1.0,-12000.313644289889,12000.425152251988,-0.10524942525626102,-0.12359872631532198,2.0,0.0,1.3987142492800775,1.3987142492800775
612,1,0.18245365932276908,-12000.280105876009,3.0,1.0,0.9621196781327873,-12000.280105876009,12000.379403556446,-0.016640591911709635,0.06756056018093659,2.0,0.0,1.3987142492800775,1.3987142492800775
613,1,0.183885164018614,-12000.209309707669,1.0,1.0,1.0,-12000.209309707669,12000.24234638473,-0.037765211192891,-0.037765211192891,1.0,0.0,1.3987142492800775,1.3987142492800775
614,1,0.17939790030701966,-12000.966757843553,1.0,1.0,0.6689469757296158,-12000.966757843553,12000.967388944704,0.40205048099414853,0.40205048099414853,1.0,0.0,1.3987142492800775,1.3987142492800775
615,1,0.17538370089724828,-12003.015527934887,1.0,1.0,0.34517557768474516,-12003.015527934887,12003.441726867584,1.0637020705817122,1.0637020705817122,1.0,0.0,1.3987142492800775,1.3987142492800775
616,1,0.1851273568651201,-12000.274684506723,3.0,1.0,0.9666268788334577,-12000.274684506723,12001.575807311021,-1.4539925891076564,-1.4718879486772494,1.0,0.0,1.3987142492800775,1.3987142492800775
617,1,0.1851273568651201,-12000.274684506723,1.0,1.0,0.31842565267670553,-12000.274684506723,12001.303823317088,0.0,1.1443662608053273,1.0,0.0,1.3987142492800775,1.3987142492800775
618,1,0.18091724458845404,-12000.533105333414,3.0,1.0,0.4130728118256828,-12000.533105333414,12001.884669880033,0.17168166466217372,1.6272203069966054,2.0,0.0,1.3987142492800775,1.3987142492800775
619,1,0.18091724458845404,-12000.533105333414,1.0,1.0,0.41762184139336916,-12000.533105333414,12001.523613732397,0.0,0.873178941594233,1.0,0.0,1.3987142492800775,1.3987142492800775
620,1,0.18555552527248592,-12000.324195154015,3.0,1.0,0.6263697026702021,-12000.324195154015,12001.20837895659,-0.13338740568360663,0.8383337629911694,2.0,0.0,1.3987142492800775,1.3987142492800775
621,1,0.18172244077954708,-12000.3774629835,3.0,1.0,0.9408741471551352,-12000.3774629835,12000.474569905415,0.030322413229441736,0.08976712192998093,2.0,0.0,1.3987142492800775,1.3987142492800775
622,1,0.1840902603718649,-12000.21203446935,3.0,1.0,0.9995716339162607,-12000.21203446935,12000.289597801915,-0.0882271934133314,-0.08966437416165718,1.0,0.0,1.3987142492800775,1.3987142492800775
623,1,0.18443506828580755,-12000.22382791848,1.0,1.0,0.9937046954850828,-12000.22382791848,12000.225658981402,0.00631520350179926,0.00631520350179926,1.0,0.0,1.3987142492800775,1.3987142492800775
624,1,0.18352907879931496,-12000.212207300814,3.0,1.0,0.9113485226981927,-12000.212207300814,12000.34355621868,-0.005580325694609201,0.14609571055916604,2.0,0.0,1.3987142492800775,1.3987142492800775
625,1,0.18404730822826715,-12000.211198516805,3.0,1.0,0.9991134997051995,-12000.211198516805,12000.213808606,-0.0005448257161333458,0.0015822634959477,2.0,0.0,1.3987142492800775,1.3987142492800775
626,1,0.18368536183958725,-12000.209741659823,3.0,1.0,0.9921667901331372,-12000.209741659823,12000.221046889934,-0.0007570628549729008,0.012135801945987623,2.0,0.0,1.3987142492800775,1.3987142492800775
627,1,0.18676022837230566,-12000.53687121913,1.0,1.0,0.8389838290365329,-12000.53687121913,12000.537028908268,0.17556384679301118,0.17556384679301118,1.0,0.0,1.3987142492800775,1.3987142492800775
628,1,0.1877134959947111,-12000.781122265196,1.0,1.0,0.8758583336210003,-12000.781122265196,12000.966948152021,0.13255092073450214,0.13255092073450214,1.0,0.0,1.3987142492800775,1.3987142492800775
629,1,0.17972071027526704,-12000.859191106738,3.0,1.0,0.9868101182380776,-12000.859191106738,12000.90842625763,0.040373808809818,-0.2344640383780643,2.0,0.0,1.3987142492800775,1.3987142492800775
630,1,0.17690967800894036,-12002.079831044606,3.0,1.0,0.7069065509602619,-12002.079831044606,12002.205839697117,0.630403763603681,0.630403763603681,2.0,0.0,1.3987142492800775,1.3987142492800775
631,1,0.17577569255937042,-12002.756531397597,1.0,1.0,0.7051803212272115,-12002.756531397597,12003.745338344992,0.34930173408429255,0.34930173408429255,1.0,0.0,1.3987142492800775,1.3987142492800775
632,1,0.17605372914811,-12002.580664451718,3.0,1.0,0.8777954932556916,-12002.580664451718,12003.905903976005,-0.09058874441143416,0.2565215137510677,2.0,0.0,1.3987142492800775,1.3987142492800775
633,1,0.1810797085971086,-12000.49759084868,3.0,1.0,0.9481384635968685,-12000.49759084868,12001.669405049175,-1.0883937486360082,-1.0883937486360082,2.0,0.0,1.3987142492800775,1.3987142492800775
634,1,0.18207249243815354,-12000.325655727953,1.0,1.0,1.0,-12000.325655727953,12000.472517888375,-0.0909657039483136,-0.0909657039483136,1.0,0.0,1.3987142492800775,1.3987142492800775
635,1,0.18156899160651457,-12000.403194979024,1.0,1.0,0.9597661299819688,-12000.403194979024,12000.467170444743,0.04106563880122849,0.04106563880122849,1.0,0.0,1.3987142492800775,1.3987142492800775
636,1,0.1779374854243211,-12001.558681142798,1.0,1.0,0.5451105995586204,-12001.558681142798,12001.677912641037,0.6067665699374629,0.6067665699374629,1.0,0.0,1.3987142492800775,1.3987142492800775
637,1,0.18050426788812104,-12000.632782100824,3.0,1.0,0.9625886060895388,-12000.632782100824,12001.313867591472,-0.48469747574017674,-0.48469747574017674,2.0,0.0,1.3987142492800775,1.3987142492800775
638,1,0.18288369981403843,-12000.242249140923,3.0,1.0,0.9928483692246625,-12000.242249140923,12000.44891475258,-0.2068865808450937,-0.2068865808450937,2.0,0.0,1.3987142492800775,1.3987142492800775
639,1,0.1820022147838038,-12000.3352890908,1.0,1.0,0.951778095965129,-12000.3352890908,12000.354964816172,0.049423363834648626,0.049423363834648626,1.0,0.0,1.3987142492800775,1.3987142492800775
640,1,0.17748496621647078,-12001.777404437547,1.0,1.0,0.46874190066297744,-12001.777404437547,12001.861039125286,0.7577029804324411,0.7577029804324411,1.0,0.0,1.3987142492800775,1.3987142492800775
